geometry,addr:postcode,amenity,healthcare,healthcare:speciality,name,name:en,name:etymology:wikidata,name:ta,operator,wikidata,wikipedia,addr:district,addr:full,addr:state,operator:type,source,website,addr:subdistrict,email,operator:wikidata,operator:wikipedia,addr:block,addr:city,check_date,wikimedia_commons,addr:street,phone,wheelchair,opening_hours,addr:housenumber,designation,addr:interpolation,emergency,addr:housename,addr:neighbourhood,addr:suburb,note,is_in,description,internet_access,contact:phone,payment:cash,payment:credit_cards,payment:debit_cards,alt_name,start_date,whatsapp,speciality,image,mobile,payment:google_pay,payment:insurance,contact:mobile,name:hi,name:ml,building,official_name,operator:short,landuse,short_name,name:tn,fax,building:levels,comment,contact:email,type
"POLYGON ((80.2826741 13.1053702, 80.2823031 13.105483, 80.2815609 13.1055975, 80.2816001 13.10597, 80.2816419 13.1062375, 80.2815103 13.10623, 80.2822081 13.1078008, 80.2827799 13.1077908, 80.2827871 13.1077491, 80.2830454 13.1077445, 80.283039 13.1077973, 80.2833499 13.1077944, 80.2836353 13.1077746, 80.2836793 13.1078828, 80.2836687 13.108232, 80.2841284 13.1080689, 80.2845106 13.107981, 80.2855608 13.1075515, 80.2861159 13.10728, 80.2861162 13.1066006, 80.2864409 13.1053681, 80.2866813 13.1049083, 80.2867352 13.1046675, 80.2867801 13.1046084, 80.286696 13.1045421, 80.2851878 13.105017, 80.2826741 13.1053702))",,hospital,hospital,,Stanley Medical College and Hospital,,Q5539480,ஸ்டான்லி மருத்துவக் கல்லூரி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2397078 13.0040368, 80.2389762 13.0043431, 80.2392002 13.005289, 80.2396983 13.0067952, 80.2404107 13.0066617, 80.2400846 13.0049544, 80.2397078 13.0040368))",,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.255116 12.9928553, 80.2550215 12.9928582, 80.2550198 12.9928027, 80.2549327 12.9928054, 80.2549177 12.9923158, 80.2549864 12.9923138, 80.2549821 12.9921717, 80.2549133 12.9921737, 80.2549043 12.99188, 80.2550607 12.9918751, 80.2550621 12.9919207, 80.2550872 12.99192, 80.2550916 12.9920617, 80.2550681 12.9920624, 80.255069 12.9920904, 80.2550924 12.9920898, 80.255116 12.9928553))",600020,hospital,hospital,,Tt Ranganathan Clinical Research Foundation,,,,,,,Chennai,"17,Iv Main Road,Indira Nagar",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,
"POLYGON ((80.2561934 12.994073, 80.2583655 12.9941283, 80.2580356 12.9920327, 80.2568853 12.9920711, 80.2568853 12.992239, 80.2561948 12.9922576, 80.2561934 12.994073))",600041,hospital,hospital,,IMPCOPS Traditional Hospital,,,,,,,Chennai,"34-37, Kalki Krishnamurthy Salai",Tamil Nadu,private,OpenGovernmentData,https://impcops.org/,Thiruvanmiyur,contact@impcops.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2609107 13.0695663, 80.2595376 13.0695043, 80.2589498 13.0701887, 80.2594852 13.0705366, 80.2597807 13.0706576, 80.2601866 13.0707796, 80.2602221 13.0709084, 80.2603733 13.0709426, 80.2610161 13.0709312, 80.2609107 13.0695663))",,hospital,hospital,ophthalmology,Egmore Eye Hospital,,,,,Q7309083,"en:Regional Institute of Ophthalmology and Government Ophthalmic Hospital, Chennai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regional Institute of Ophthalmology and Government Ophthalmic Hospital,,,,,,,,,
"POLYGON ((80.238318 13.0961311, 80.2381461 13.0943707, 80.2399052 13.0941376, 80.2410644 13.093984, 80.2413965 13.0954832, 80.239328 13.0957421, 80.2393393 13.0960142, 80.238845 13.096083, 80.238318 13.0961311))",,hospital,hospital,,ESI Hospital,,,,Employees' State Insurance,,,,,,,,,,,Q3595726,hi:कर्मचारी राज्‍य बीमा निगम,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESI,,,,,,,,
"POLYGON ((80.2927358 13.130072, 80.2942918 13.1298169, 80.2936487 13.1273607, 80.2926359 13.1276951, 80.2907494 13.1279485, 80.2907687 13.1281962, 80.2910523 13.1288653, 80.2916574 13.1286981, 80.2917604 13.128999, 80.2924213 13.1288653, 80.2927358 13.130072))",600081,hospital,hospital,,Communicable Diseases Hospital,,,,,,,Chennai,"Tiruvottiyur Road, Tondiarpet, Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,
"POLYGON ((80.2620475 13.0374124, 80.2620903 13.0377526, 80.2615657 13.0378214, 80.2616044 13.0392332, 80.2621409 13.0393953, 80.2622032 13.0394195, 80.2624353 13.0394894, 80.2624309 13.039021, 80.2627216 13.0390082, 80.2629292 13.0389935, 80.262901 13.0385867, 80.2626954 13.0386137, 80.2626774 13.0383403, 80.2621884 13.0383791, 80.2621827 13.0378235, 80.2621481 13.0374298, 80.2620816 13.0374141, 80.2620475 13.0374124))",600004,hospital,hospital,,புனித இஸ்பேல் மருத்துவமனை,St. Isabel's Hospital,,,,,,Chennai,"Near Vivekananda College, Myloapore, Oliver Road",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,Mylapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2823377 13.1052653, 80.2832474 13.1051523, 80.2834415 13.1051272, 80.2835535 13.1051102, 80.2842077 13.1050002, 80.2840312 13.104007, 80.2841368 13.1039904, 80.2839326 13.1031681, 80.2833066 13.1032632, 80.2833524 13.1034394, 80.2832785 13.1034654, 80.283228 13.1034837, 80.2831569 13.1035087, 80.2832772 13.1042231, 80.2826667 13.1043144, 80.2827057 13.1044846, 80.2821824 13.1046015, 80.2823377 13.1052653))",,hospital,hospital,,Stanley Medical College and Hospital,,Q5539480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2472306 13.0972284, 80.2468404 13.0985294, 80.244508 13.0986867, 80.2441703 13.0971518, 80.2462851 13.0969214, 80.2472306 13.0972284))",,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2138413 13.1008133, 80.2131756 13.099355, 80.2140747 13.0989693, 80.2145741 13.1005152, 80.2138413 13.1008133))",,hospital,hospital,,ICF Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2205955 13.0945646, 80.2187831 13.0950952, 80.219226 13.0963249, 80.2206464 13.095839, 80.2205955 13.0945646))",600102,hospital,hospital,,Anna Nagar Government Hospital,,,,,,,Chennai,"3rd Avenue Anna Nagar, Kilpauk",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2410644 13.093984, 80.2408605 13.0925942, 80.2396911 13.0926882, 80.2399052 13.0941376, 80.2410644 13.093984))",,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2181854 13.0755329, 80.2182223 13.0753327, 80.2183355 13.0752045, 80.218587 13.0750722, 80.219468 13.0749283, 80.2195343 13.0755654, 80.219666 13.0768317, 80.2195086 13.0770471, 80.2194089 13.0772279, 80.2193061 13.0775078, 80.2192788 13.077815, 80.2193534 13.0780073, 80.2195548 13.0782496, 80.2194553 13.0783953, 80.2192523 13.0786249, 80.2180171 13.0795596, 80.2178843 13.0795908, 80.2178797 13.079521, 80.217922 13.079287, 80.2179246 13.0789948, 80.2179954 13.0786569, 80.218068 13.0783067, 80.2181804 13.0775839, 80.2182754 13.0766971, 80.2181839 13.076118, 80.2181854 13.0755329))",,hospital,hospital,,"அறிஞர் அண்ணா அரசு இந்திய,மருத்துவமனை,அரும்பாக்கம்,சென்னை-106",Aringar anna goverment indian medicine hospital arumbakkam chennai,Q138765,,,,,,,,,,,,,,,,,,,Anna Arch Road,,,Mo-Su 07:30-12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital,,,,,,,
"POLYGON ((80.2064654 13.0326935, 80.2081334 13.0324429, 80.2082083 13.032777, 80.2083782 13.0335347, 80.2095996 13.0333198, 80.2098525 13.0350182, 80.2081602 13.0352675, 80.2070818 13.0354242, 80.2060932 13.035569, 80.20602 13.0350754, 80.2058285 13.0337838, 80.2066161 13.0336651, 80.2064654 13.0326935))",600083,hospital,hospital,,Govt Peripheral Hospital KK Nagar,,,,,,,Chennai,"Anna Main Rd, Bharathidasan Colony, West Jafferkhanpet, Chennai",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2600077 12.9714366, 80.2595768 12.9697751, 80.2602286 12.9695957, 80.2606555 12.9712879, 80.2600077 12.9714366))",,hospital,hospital,,Ayurveda Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2451264 12.9628992, 80.2452832 12.9634505, 80.2457187 12.9633686, 80.2463534 12.9632493, 80.2460453 12.9626644, 80.2451264 12.9628992))",,hospital,,,Apollo Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2362064 13.0697068, 80.2364532 13.0696916, 80.2364532 13.0694403, 80.2361903 13.0694565, 80.2362064 13.0697068))",600031,hospital,hospital,,Prashanth Hospitals,,,,,,,Chennai,"Chetpet, No.77, Harrington Road",Tamil Nadu,private,OpenGovernmentData,https://pfrcivf.com/,,info@pfrcivf.com,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.1412118 13.1264423, 80.1412489 13.1262905, 80.1419023 13.1256903, 80.14285 13.125071, 80.1438849 13.1243945, 80.1441359 13.1242408, 80.1442774 13.124154, 80.1444714 13.1241718, 80.1447446 13.1241852, 80.1460427 13.1242486, 80.1463945 13.1242658, 80.1463648 13.1245333, 80.1460084 13.1245478, 80.1460073 13.1246794, 80.1460058 13.1248728, 80.146001 13.1254589, 80.1463824 13.1254734, 80.1465727 13.1254806, 80.1465875 13.1257192, 80.1465136 13.1257306, 80.1464274 13.1257443, 80.1463574 13.1257554, 80.1464465 13.1265869, 80.1454921 13.1266004, 80.1454218 13.1266014, 80.1453847 13.1262109, 80.1452997 13.1261975, 80.1447817 13.1261159, 80.1444769 13.1260679, 80.1444506 13.1262724, 80.1433795 13.1262673, 80.1423295 13.1262366, 80.1417204 13.1263236, 80.1412118 13.1264423))",,hospital,hospital,,Sir Ivan Stedford Hospital,,Q15971168,,,Q7527346,en:Sir Ivan Stedeford Hospital,,,,,,https://stedefordhospital.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2571559 13.0393631, 80.2570349 13.0393786, 80.2569596 13.0389417, 80.2571974 13.0389642, 80.2572463 13.0389904, 80.2573123 13.0391142, 80.2572573 13.0391297, 80.2573596 13.0392797, 80.2572597 13.0393452, 80.2571559 13.0393631))",600018,hospital,hospital,,Udhi Eye Hospitals,,,,,,,Chennai,"No. 9, Murrays Gate Road, Alwarpet,Next To Jevnampet Post Office",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2558262 13.0458546, 80.2559311 13.046188, 80.2556219 13.0462866, 80.2555097 13.0459335, 80.2558262 13.0458546))",,hospital,hospital,,Agarwal Eye Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2562825 13.0448831, 80.256323 13.0446339, 80.2562825 13.0445783, 80.2560431 13.0445308, 80.256001 13.0448454, 80.2562825 13.0448831))",600018,hospital,hospital,,Aswene Soundarya Hospital,,,,,,,Chennai,"24, Kasturi Rangan Road,Near Hotel Citola Sheraton, Teynampet",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2512538 13.0096801, 80.251565 13.0096605, 80.2517828 13.0099244, 80.2512646 13.0099623, 80.2512538 13.0096801))",,hospital,hospital,,Global Hospitals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2878109 13.1087512, 80.2880658 13.1095967, 80.2881689 13.1098281, 80.2894188 13.1094646, 80.289358 13.1091814, 80.2896271 13.1091307, 80.2895316 13.1083065, 80.2878109 13.1087512))",600013,hospital,hospital,,Government Rsrm Lying Hospital,,,,,,,Chennai,"Near Virax Textile, East Cementry Road, East Cementry Road,Ch-21",Tamil Nadu,,OpenGovernmentData,,,,,,Chennai Zone Xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.239154 13.0135188, 80.2394549 13.0134825, 80.2394925 13.0137784, 80.2394222 13.0137869, 80.2394032 13.0136382, 80.2393509 13.0136446, 80.2393589 13.0137076, 80.2393012 13.0137146, 80.2392948 13.0136645, 80.2392689 13.0136676, 80.2392715 13.0136883, 80.239177 13.0136997, 80.239154 13.0135188))",,hospital,hospital,,Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
"POLYGON ((80.2571464 13.0362086, 80.2574055 13.0361798, 80.2573828 13.0359858, 80.2571237 13.0360146, 80.2571464 13.0362086))",600018,hospital,hospital,,Apollo Clinic & Pharmacy,,,,,,,Chennai,"12, C P Ramasamy Road, Alwarpet",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
"POLYGON ((80.2579921 13.038689, 80.2580149 13.0386696, 80.2580462 13.0384531, 80.2576888 13.0384268, 80.2576888 13.0386848, 80.2579921 13.038689))",,hospital,hospital,,Trinity Acute Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2480056 13.0663823, 80.248078 13.0676504, 80.2481437 13.0677433, 80.2482982 13.0678042, 80.2507917 13.0673865, 80.2506884 13.0668162, 80.2506492 13.0666592, 80.2505893 13.066419, 80.2505496 13.0662887, 80.2503969 13.0657879, 80.2480056 13.0663823))",,hospital,hospital,,Sankara Nethralaya,,,,,Q7418640,en:Sankara Nethralaya,,,,,,,,,,,,,,Category:Sankara Nethralaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2520975 13.0635179, 80.2522313 13.0628424, 80.2519299 13.0625135, 80.2515981 13.0626884, 80.2511611 13.0628226, 80.2508058 13.0629317, 80.2513536 13.0637261, 80.2520975 13.0635179))",,hospital,hospital,,Apollo Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2734934 13.0434718, 80.2714519 13.0438889, 80.2713099 13.0430971, 80.2733652 13.0427725, 80.2734934 13.0434718))",600004,hospital,hospital,,CSI Kalyani Hospital,,,,,,,Chennai,"# 15, Dr. Radhakrishnan Salai, Mylapore",Tamil Nadu,,OpenGovernmentData,https://www.csikalyanihospital.com/,,csikalyanihospital@rocketmail.com,,,,,,,Dr Radhakrishnan Salai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2704737 13.0421441, 80.2704737 13.0425538, 80.2713876 13.0426011, 80.2714065 13.0423857, 80.2708754 13.0420942, 80.2704737 13.0421441))",,hospital,hospital,,EV Kalyani Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2777949 13.0607312, 80.2794647 13.0604232, 80.2790826 13.060007, 80.2790179 13.0598547, 80.2787914 13.0580793, 80.2774649 13.0582631, 80.2773894 13.0583367, 80.2773894 13.0584627, 80.2777949 13.0607312))",600005,hospital,hospital,,Kasturibai Gandhi Hospital,,Q264908,கஸ்தூர்பா காந்தி மருத்துவமனை,,,,Chennai,"Triplicane, Victoria Hostel Road",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.280994 13.0523474, 80.2807473 13.0523986, 80.2802174 13.0525176, 80.2805003 13.05316, 80.2810606 13.0529424, 80.280994 13.0523474))",,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2481032 13.0068365, 80.2483031 13.0068356, 80.2483636 13.0069224, 80.248827 13.0105701, 80.2488859 13.0112512, 80.2483251 13.0112771, 80.2482789 13.0107982, 80.2482768 13.0107759, 80.2481892 13.0084967, 80.2481032 13.0068365))",600020,hospital,,,Cancer Hospital,,,,,,,Chennai,"No.18, East Canal Bank Road, Gandhi Nagar",Tamil Nadu,,OpenGovernmentData,http://cancerinstitutewia.in/CIWIA/,Adyar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2237605 13.0201297, 80.2236506 13.0206874, 80.224354 13.0207857, 80.2244395 13.0202051, 80.2237605 13.0201297))",600015,hospital,hospital,,சைதாப்பேட்டை அரசு மருத்துவமனை,"Government Hospital, Saidapet",,,,,,Kancheepuram,"Saidapet Sdh, Saidapet",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,Jeenis Road,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2587927 13.0185523, 80.2588263 13.0170173, 80.2592164 13.0169898, 80.2591789 13.0167534, 80.2598155 13.0167431, 80.2606142 13.017843, 80.2609755 13.0184055, 80.260983 13.0184889, 80.2608675 13.0186087, 80.2595564 13.018576, 80.2587927 13.0185523))",600028,hospital,hospital,,ஆந்திர மாநில சபா,Andhra Mahila Sabha,,,,,,Chennai,"No 11, 12, Dr Durgabai Deshmukh Road,R. A .Puram",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durgabai Deshmukh General Hospital and Research Centre,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2402438 13.0715631, 80.2415269 13.0714851, 80.2414828 13.0715739, 80.2408611 13.0724648, 80.2407322 13.0724958, 80.2402603 13.0720469, 80.2402438 13.0715631))",600031,hospital,hospital,,Mehta Hospital,,,,,,,Chennai,"No.2 (E), Mcnichols Road, 3 Lane, Chetpet",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2755515 13.0973527, 80.2754923 13.0969749, 80.2753037 13.0969749, 80.2753145 13.0973859, 80.2755515 13.0973527))",,hospital,hospital,,Corporation Baby Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2901682 13.1174597, 80.2900992 13.1178656, 80.2899667 13.1179113, 80.2902345 13.1186774, 80.2912436 13.118507, 80.2916835 13.1184328, 80.2916642 13.1183253, 80.2920396 13.1182554, 80.2918988 13.1176828, 80.2911425 13.1178199, 80.2910176 13.1172559, 80.2909907 13.1171344, 80.2902262 13.1173979, 80.2901682 13.1174597))",600 021,hospital,hospital,,C.S.I. Rainy Multi Speciality Hospital,,,,,,,Chennai,"NO 45, GA Road, Old Washermanpet",Tamil Nadu,private,OpenGovernmentData,https://csirainyhospital.com/,,adminoffice@csirainyhospital.com; Contact@csirainyhospital.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2866652 13.1257043, 80.2876215 13.1254726, 80.2878245 13.1260961, 80.2857439 13.1265827, 80.2855605 13.1257578, 80.2862343 13.125612, 80.2862632 13.1257727, 80.2866652 13.1257043))",600081,hospital,hospital,,Government Peripheral Hospital,,,,,,,Chennai,"Tondiarpet, New Washermenpet, Tondiarpet, Kailasam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2908908 13.1264004, 80.2913131 13.1262929, 80.2916567 13.1273963, 80.2913675 13.1274773, 80.2908351 13.1276263, 80.2907863 13.126866, 80.2908233 13.1265885, 80.2908908 13.1264004))",,hospital,hospital,,ESI,,,,Employees' State Insurance,,,,,,,,,,,Q3595726,hi:कर्मचारी राज्‍य बीमा निगम,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESI,,,,,,,,
"POLYGON ((80.2747669 13.0686549, 80.2749589 13.0690566, 80.2746371 13.069272, 80.2750246 13.0698351, 80.2753441 13.0696154, 80.275607 13.0699708, 80.2756686 13.0699211, 80.2760979 13.0705318, 80.276014 13.0705885, 80.2749874 13.0713181, 80.2748144 13.0711674, 80.2748305 13.0710759, 80.2747814 13.0710435, 80.2746737 13.070942, 80.2745005 13.0709218, 80.2743986 13.0708303, 80.2743606 13.0707474, 80.2741027 13.0705121, 80.2725196 13.069303, 80.2727178 13.0690925, 80.2724831 13.0688647, 80.2722014 13.0686019, 80.2722156 13.0683836, 80.2722771 13.0682054, 80.2725931 13.0678786, 80.2731205 13.0674323, 80.273251 13.067664, 80.2730903 13.0677852, 80.273148 13.0678551, 80.2733351 13.0678419, 80.27383 13.0685207, 80.2740526 13.0683979, 80.2741277 13.0684867, 80.2743959 13.0683143, 80.2746722 13.0687036, 80.2747669 13.0686549))",,hospital,hospital,,Tamil Nadu Government Multi Super Speciality Hospital,,,தமிழ்நாடு அரசு பன்னோக்கு உயர் சிறப்பு மருத்துவமனை,,Q7681366,en:Tamil Nadu Government Multi Super Speciality Hospital,,,,,,https://tngmssh.tn.gov.in/,,,,,,,,,,,,Mo-Su 10:00-14:00,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,TNGMSSH,,,,,,
"POLYGON ((80.2568375 13.0271936, 80.2568397 13.027507, 80.256668 13.0275081, 80.2566659 13.0271948, 80.2568375 13.0271936))",600028,hospital,hospital,,Billroth Hospital,,,,,,,Chennai,"52, 2Nd Main Road, R.A. Puram, Trustpakkam, Raja Annamalai Puram",Tamil Nadu,private,OpenGovernmentData,https://www.billrothhospitals.com/,Rajaannamalaipuram,,,,Chennai Zone Ix,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2587339 13.010424, 80.2587281 13.0103202, 80.2587121 13.010303, 80.2586966 13.0103036, 80.2586949 13.0102417, 80.2587147 13.0102254, 80.2589286 13.0102206, 80.2589259 13.0101597, 80.2589187 13.0099407, 80.2589176 13.009897, 80.2584864 13.0098993, 80.2584897 13.0101595, 80.2584562 13.010192, 80.2582684 13.0101938, 80.2581998 13.0101944, 80.2581996 13.0103209, 80.2581995 13.010378, 80.2587339 13.010424))",,hospital,hospital,,Fortis Malar Hospital,,,,,Q5472672,en:Fortis Malar Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ஃபோர்டிஸ் மலர் மருத்துவமனை சென்னை,,,,,
"POLYGON ((80.1882459 12.9775414, 80.1884332 12.9775289, 80.1884063 12.9772356, 80.1882325 12.9772853, 80.1882459 12.9775414))",,hospital,hospital,,Gowri Nursing Home,,,,,,,,,,,,,,,,,,Chennai,,,100ft Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.218451 13.0921495, 80.2186817 13.0921391, 80.218675 13.0920241, 80.2184443 13.0920293, 80.218451 13.0921495))",,hospital,hospital,,Vasan Dental Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
"POLYGON ((80.259928 13.0745735, 80.2597069 13.0745967, 80.2590958 13.0746543, 80.2591056 13.0750155, 80.2586684 13.0750079, 80.2591166 13.0744848, 80.2594119 13.0741702, 80.2599197 13.0737938, 80.2599219 13.0741386, 80.259928 13.0745735))",600008,hospital,hospital,,Police Hospital,,,,,,,Chennai,"Egmore, Chennai",Tamil Nadu,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2460783 13.0576539, 80.2460992 13.0570733, 80.245818 13.0570292, 80.2457535 13.0570554, 80.2456957 13.0576558, 80.2460783 13.0576539))",600034,hospital,hospital,,The Child Trust Medical Research Foundation,,,,,,,Chennai,"12-A, Nageswara Road, Nungambakkam",Tamil Nadu,,OpenGovernmentData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2596464 13.0917944, 80.2597572 13.0923128, 80.2598031 13.0927049, 80.2592736 13.0927812, 80.2592115 13.0922444, 80.2589035 13.092268, 80.2588683 13.0918838, 80.2596464 13.0917944))",,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2243573 13.020804, 80.2243027 13.0209979, 80.2239115 13.0209604, 80.2239355 13.0207485, 80.2243573 13.020804))",600015,hospital,hospital,,Chennai Corporation 24 Hours Maternity Hospital,,,,,,,,,,,,,,,,,,Chennai,,,Jeenis Road,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
"POLYGON ((80.2449928 13.0338024, 80.2449418 13.0333843, 80.2453388 13.0333556, 80.2453951 13.0338625, 80.245328 13.0338677, 80.2453066 13.0339252, 80.2452556 13.0339252, 80.2451456 13.0339383, 80.2451269 13.0338886, 80.2450786 13.0338651, 80.2450276 13.033873, 80.2449928 13.0338024))",600035,hospital,hospital,,Apollo Speciality Hospital - Block A,,,,Apollo Hospitals,,,,,,,,,,,Q4780321,en:Apollo Hospitals,,Chennai,,,Anna Salai (Mount Road),,,,"320, Padma Complex",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2454796 13.0337057, 80.2454689 13.0336038, 80.2454474 13.0336064, 80.2454474 13.0335307, 80.2458149 13.0335124, 80.245831 13.0336901, 80.2457264 13.0336953, 80.245721 13.0337214, 80.2454796 13.0337057))",,hospital,hospital,,Apollo Speciality Hospital - Block B,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((80.2455627 13.034033, 80.2455359 13.0338318, 80.2457478 13.0337926, 80.2457961 13.0340408, 80.2456352 13.0340644, 80.2456217 13.0340461, 80.2455735 13.0340644, 80.2455627 13.034033))",,hospital,hospital,,Apollo Speciality Hospital - Block C,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
